white_time_decay,white_traditional,black_time_decay,black_traditional,hispanic_time_decay,hispanic_traditional
0.33166666666666667,0.33166666666666667,0.5416666666666666,0.5416666666666666,0.07333333333333333,0.07333333333333333
0.30174418604651165,0.2857142857142857,0.547093023255814,0.55,0.09186046511627907,0.10178571428571428
0.3243447580645161,0.3416370106761566,0.5335181451612904,0.5231316725978647,0.08316532258064516,0.07651245551601424
0.33415262172284643,0.34265734265734266,0.5230571161048689,0.513986013986014,0.0929307116104869,0.10139860139860139
0.33509185700099303,0.3361522198731501,0.5166956305858987,0.5095137420718816,0.08800893743793446,0.0824524312896406
0.3337025316455696,0.3258426966292135,0.4981540084388186,0.39325842696629215,0.1119198312236287,0.24719101123595505
0.38199485783424075,0.5042735042735043,0.4539095583787054,0.3418803418803419,0.10927102238354507,0.10256410256410256
0.3471468640794556,0.33192389006342493,0.4881943167187787,0.5031712473572939,0.10532002942799337,0.10359408033826638
0.3405701405989356,0.33557046979865773,0.4929948764794662,0.4966442953020134,0.09886607355627929,0.09395973154362416
0.3295546046964533,0.3197278911564626,0.5140748473839931,0.5328798185941043,0.08855941725029025,0.07936507936507936
0.3422803777957089,0.35798816568047337,0.5064513375954317,0.4970414201183432,0.08070314278029504,0.07100591715976332
0.3786982779239416,0.41002277904328016,0.46930698397512555,0.43735763097949887,0.07895359961731643,0.0774487471526196
0.37610722995195994,0.3734015345268542,0.47994249123990207,0.49104859335038364,0.07661298204974074,0.0741687979539642
0.35350979307843405,0.3287671232876712,0.4980174060858082,0.5178082191780822,0.08319934048699748,0.09041095890410959
0.35462656203314763,0.3558823529411765,0.4864908552701846,0.47352941176470587,0.09941395450077806,0.11764705882352941
0.3470289315751548,0.32038834951456313,0.5034923154201798,0.5631067961165048,0.09243442334092498,0.06796116504854369
0.35633418070259953,0.3761467889908257,0.4979784910408863,0.48623853211009177,0.0980772066376106,0.11009174311926606
0.29930306000518225,0.20754716981132076,0.5493788185507241,0.6320754716981132,0.10387677389765522,0.11320754716981132
0.3067532076259612,0.3157894736842105,0.5548127303150564,0.5614035087719298,0.08468326697227352,0.06140350877192982
0.2984870497140392,0.28846153846153844,0.569149852958513,0.5865384615384616,0.06379528220733692,0.038461538461538464
0.27389936822556066,0.2413793103448276,0.5913402645351579,0.6206896551724138,0.07097016122315229,0.08045977011494253
0.3069280005577574,0.33093525179856115,0.5863563963578711,0.5827338129496403,0.06320103669511405,0.05755395683453238
0.3430888637441766,0.375,0.5522005649834527,0.5220588235294118,0.060875639420643536,0.058823529411764705
0.37094995442444245,0.4036697247706422,0.5218646775727979,0.48623853211009177,0.07929082818914124,0.10091743119266056
